1	0
0.990118	0.002462
0.980231	0.004891
0.970338	0.007286
0.96044	0.009648
0.950537	0.011977
0.940628	0.014274
0.930715	0.01654
0.920797	0.018773
0.910874	0.020976
0.900946	0.023148
0.891014	0.025289
0.881077	0.0274
0.871136	0.029481
0.86119	0.031532
0.85124	0.033554
0.841286	0.035546
0.831327	0.037509
0.821365	0.039443
0.811398	0.041347
0.801427	0.043223
0.791453	0.04507
0.781474	0.046888
0.771492	0.048678
0.761506	0.050439
0.751516	0.05217
0.741522	0.053874
0.731525	0.055548
0.721525	0.057193
0.711521	0.058809
0.701513	0.060395
0.691502	0.061953
0.681488	0.06348
0.671471	0.064978
0.66145	0.066446
0.651427	0.067883
0.6414	0.06929
0.63137	0.070665
0.621337	0.072009
0.611301	0.073322
0.601263	0.074602
0.591221	0.075849
0.581177	0.077064
0.57113	0.078244
0.561081	0.079391
0.551029	0.080503
0.540975	0.081579
0.530918	0.082619
0.520859	0.083623
0.510798	0.084589
0.500734	0.085517
0.490669	0.086406
0.480601	0.087255
0.470532	0.088064
0.46046	0.088831
0.450387	0.089555
0.440313	0.090235
0.430236	0.090871
0.420159	0.09146
0.41008	0.092003
0.4	0.092497
0.389818	0.092935
0.379633	0.093307
0.369447	0.093612
0.35926	0.093849
0.349071	0.094016
0.338882	0.094111
0.328692	0.094132
0.318502	0.094078
0.308313	0.093947
0.298125	0.093735
0.287939	0.093442
0.277754	0.093064
0.267572	0.092599
0.257393	0.092043
0.247217	0.091395
0.237046	0.09065
0.22688	0.089805
0.216719	0.088855
0.206565	0.087798
0.196419	0.086627
0.18628	0.085338
0.176151	0.083925
0.166033	0.082382
0.155926	0.0807
0.145832	0.078871
0.135753	0.076886
0.12569	0.074734
0.115646	0.0724
0.105622	0.069869
0.095622	0.067121
0.085649	0.064131
0.075706	0.060869
0.0658	0.057293
0.055937	0.053347
0.046127	0.048952
0.036383	0.043984
0.02673	0.038238
0.01721	0.031315
0.007933	0.022183
0	0
0.012067	-0.020208
0.02279	-0.027415
0.03327	-0.032463
0.043617	-0.036384
0.053873	-0.039577
0.064063	-0.042247
0.0742	-0.044518
0.084294	-0.046469
0.094351	-0.048156
0.104378	-0.049621
0.114378	-0.050894
0.124354	-0.052
0.13431	-0.052959
0.144247	-0.053786
0.154168	-0.054496
0.164074	-0.0551
0.173967	-0.055607
0.183849	-0.056025
0.19372	-0.056363
0.203581	-0.056627
0.213435	-0.056823
0.223281	-0.056955
0.23312	-0.05703
0.242954	-0.05705
0.252783	-0.05702
0.262607	-0.056943
0.272428	-0.056824
0.282246	-0.056664
0.292061	-0.056467
0.301875	-0.056235
0.311687	-0.055972
0.321498	-0.055678
0.331308	-0.055357
0.341118	-0.055011
0.350929	-0.054641
0.36074	-0.054249
0.370553	-0.053837
0.380367	-0.053407
0.390182	-0.05296
0.4	-0.052497
0.40992	-0.052014
0.419841	-0.051505
0.429764	-0.050971
0.439687	-0.050413
0.449613	-0.049832
0.45954	-0.049231
0.469468	-0.048608
0.479399	-0.047967
0.489331	-0.047306
0.499266	-0.046628
0.509202	-0.045934
0.519141	-0.045223
0.529082	-0.044497
0.539025	-0.043757
0.548971	-0.043003
0.558919	-0.042235
0.56887	-0.041455
0.578823	-0.040664
0.588779	-0.03986
0.598737	-0.039046
0.608699	-0.038222
0.618663	-0.037387
0.62863	-0.036543
0.6386	-0.03569
0.648573	-0.034827
0.65855	-0.033957
0.668529	-0.033078
0.678512	-0.032191
0.688498	-0.031297
0.698487	-0.030395
0.708479	-0.029487
0.718475	-0.028571
0.728475	-0.027648
0.738478	-0.026718
0.748484	-0.025782
0.758494	-0.024839
0.768508	-0.023889
0.778526	-0.022933
0.788547	-0.02197
0.798573	-0.021001
0.808602	-0.020025
0.818635	-0.019043
0.828673	-0.018053
0.838714	-0.017057
0.84876	-0.016054
0.85881	-0.015043
0.868864	-0.014026
0.878923	-0.013
0.888986	-0.011967
0.899054	-0.010926
0.909126	-0.009876
0.919203	-0.008818
0.929285	-0.007751
0.939372	-0.006674
0.949463	-0.005588
0.95956	-0.004492
0.969662	-0.003386
0.979769	-0.002269
0.989882	-0.00114
1	0
